Price;Volume;
766.987552;0.229791;
760.310829;0.114604;
760.707688;1.233464;
753.870422;2.845863;
762.225301;0.102441;
756.516329;0.156901;
757.368567;0.143009;
760.741849;0.242511;
750.463290;0.133744;
762.987503;0.110500;
762.081070;0.113502;
768.323757;1.689437;
765.281606;0.118393;
756.894765;0.108673;
754.774544;0.132311;
767.843839;0.169454;
759.824477;0.141082;
756.441537;0.167334;
758.392965;0.102765;
759.171783;0.121679;
764.395156;0.158402;
760.346734;0.100694;
769.550892;0.104519;
756.221636;0.365893;
768.463907;0.110886;
758.367055;0.184123;
742.214447;0.127320;
764.981207;0.419381;
756.442635;0.137601;
750.992117;1.243304;
762.989160;0.104945;
761.154655;0.127564;
760.579959;0.117154;
761.635609;0.139288;
760.979666;0.113703;
762.990740;0.118775;
756.845643;0.178237;
762.254728;0.108534;
766.380493;0.213458;
762.926337;0.100699;
761.707659;0.573355;
761.523491;1.271475;
752.363465;0.221223;
754.447590;0.142603;
769.346906;0.144000;
760.662392;0.104866;
753.585636;0.114198;
758.528322;0.366545;
770.454498;0.113380;
761.715348;0.568207;
758.111077;0.102254;
760.568667;0.117594;
765.530687;0.114492;
757.030568;0.257109;
753.725533;0.115402;
761.996159;0.144079;
761.221941;0.109077;
761.944101;0.217535;
758.692445;0.128079;
764.357226;0.107776;
761.750841;0.100269;
757.924309;0.263522;
761.317669;0.101141;
755.525809;0.146206;
751.215449;0.446661;
756.667636;0.135487;
758.859282;0.108433;
769.740689;0.119753;
762.210644;0.100044;
759.414923;0.167318;
757.031870;0.363255;
722.967313;0.108732;
763.473295;0.124238;
765.146302;0.175845;
729.090176;0.193048;
757.892445;0.873529;
763.062756;0.110465;
760.018473;0.134261;
764.147461;0.138801;
761.392390;0.109087;
768.223290;0.433020;
758.598698;0.483716;
754.956390;0.457602;
758.822587;0.145605;
764.881441;0.623345;
757.803171;0.251697;
756.273431;0.103208;
764.518142;0.203643;
761.030884;0.131331;
758.110447;0.100477;
755.990877;0.271438;
761.694704;0.528956;
757.838376;0.202633;
767.817275;0.126272;
767.764082;0.213293;
777.942609;0.366384;
762.703212;0.108100;
735.722119;0.186903;
765.896444;0.121558;
758.031266;0.162167;
760.733945;0.116187;
732.652508;0.197424;
760.883814;0.109228;
762.301168;0.201662;
762.724859;2.665923;
766.536108;0.155173;
761.233527;0.158344;
