Strike;IV;
16.556027;1.114668;
16.602495;1.113888;
16.649094;1.113107;
16.695824;1.112326;
16.742684;1.111544;
16.789677;1.110762;
16.836801;1.109979;
16.884057;1.109196;
16.931446;1.108412;
16.978968;1.107628;
17.026624;1.106843;
17.074413;1.106058;
17.122336;1.105272;
17.170394;1.104486;
17.218587;1.103699;
17.266915;1.102912;
17.315379;1.102124;
17.363978;1.101336;
17.412714;1.100547;
17.461587;1.099758;
17.510597;1.098969;
17.559745;1.098178;
17.609030;1.097388;
17.658454;1.096596;
17.708017;1.095805;
17.757719;1.095012;
17.807560;1.094220;
17.857541;1.093426;
17.907662;1.092633;
17.957924;1.091838;
18.008327;1.091044;
18.058872;1.090248;
18.109558;1.089453;
18.160387;1.088656;
18.211359;1.087860;
18.262473;1.087062;
18.313731;1.086264;
18.365133;1.085466;
18.416679;1.084667;
18.468369;1.083868;
18.520205;1.083068;
18.572187;1.082267;
18.624314;1.081466;
18.676587;1.080665;
18.729008;1.079863;
18.781575;1.079060;
18.834290;1.078257;
18.887153;1.077454;
18.940164;1.076650;
18.993324;1.075845;
19.046633;1.075040;
19.100092;1.074234;
19.153701;1.073428;
19.207460;1.072621;
19.261370;1.071814;
19.315432;1.071006;
19.369645;1.070198;
19.424011;1.069389;
19.478529;1.068579;
19.533200;1.067769;
19.588024;1.066959;
19.643003;1.066148;
19.698135;1.065336;
19.753423;1.064524;
19.808865;1.063712;
19.864464;1.062899;
19.920218;1.062085;
19.976129;1.061271;
20.032196;1.060456;
20.088421;1.059640;
20.144804;1.058825;
20.201345;1.058008;
20.258045;1.057191;
20.314904;1.056374;
20.371923;1.055555;
20.429101;1.054737;
20.486440;1.053918;
20.543940;1.053098;
20.601602;1.052278;
20.659425;1.051457;
20.717410;1.050635;
20.775559;1.049813;
20.833870;1.048991;
20.892345;1.048168;
20.950984;1.047344;
21.009788;1.046520;
21.068757;1.045695;
21.127892;1.044870;
21.187192;1.044044;
21.246659;1.043218;
21.306293;1.042391;
21.366094;1.041563;
21.426063;1.040735;
21.486200;1.039907;
21.546506;1.039077;
21.606981;1.038247;
21.667626;1.037417;
21.728442;1.036586;
21.789428;1.035755;
21.850585;1.034923;
21.911913;1.034090;
21.973414;1.033257;
22.035088;1.032423;
22.096935;1.031588;
22.158955;1.030753;
22.221149;1.029918;
22.283518;1.029082;
22.346062;1.028245;
22.408781;1.027408;
22.471677;1.026570;
22.534749;1.025732;
22.597998;1.024893;
22.661424;1.024053;
22.725029;1.023213;
22.788812;1.022372;
22.852774;1.021531;
22.916916;1.020689;
22.981238;1.019846;
23.045740;1.019003;
23.110423;1.018159;
23.175288;1.017315;
23.240335;1.016470;
23.305564;1.015625;
23.370977;1.014779;
23.436573;1.013932;
23.502353;1.013085;
23.568318;1.012237;
23.634468;1.011388;
23.700804;1.010539;
23.767326;1.009690;
23.834034;1.008839;
23.900930;1.007989;
23.968014;1.007137;
24.035285;1.006285;
24.102746;1.005432;
24.170396;1.004579;
24.238236;1.003725;
24.306266;1.002871;
24.374487;1.002016;
24.442900;1.001160;
24.511505;1.000304;
24.580302;0.999447;
24.649293;0.998589;
24.718477;0.997731;
24.787855;0.996872;
24.857428;0.996013;
24.927196;0.995153;
24.997160;0.994292;
25.067320;0.993431;
25.137678;0.992569;
25.208232;0.991707;
25.278985;0.990844;
25.349937;0.989980;
25.421087;0.989116;
25.492437;0.988251;
25.563988;0.987385;
25.635739;0.986519;
25.707692;0.985652;
25.779847;0.984785;
25.852204;0.983916;
25.924764;0.983048;
25.997528;0.982178;
26.070496;0.981308;
26.143669;0.980438;
26.217047;0.979567;
26.290632;0.978695;
26.364422;0.977822;
26.438420;0.976949;
26.512626;0.976075;
26.587040;0.975201;
26.661663;0.974326;
26.736495;0.973450;
26.811537;0.972574;
26.886790;0.971697;
26.962254;0.970819;
27.037930;0.969941;
27.113818;0.969062;
27.189920;0.968182;
27.266234;0.967302;
27.342763;0.966421;
27.419507;0.965540;
27.496467;0.964658;
27.573642;0.963775;
27.651034;0.962892;
27.728643;0.962007;
27.806470;0.961123;
27.884515;0.960237;
27.962780;0.959351;
28.041264;0.958464;
28.119968;0.957577;
28.198893;0.956689;
28.278040;0.955800;
28.357409;0.954911;
28.437001;0.954021;
28.516816;0.953130;
28.596855;0.952239;
28.677119;0.951347;
28.757608;0.950454;
28.838323;0.949561;
28.919264;0.948667;
29.000433;0.947772;
29.081830;0.946877;
29.163455;0.945981;
29.245309;0.945084;
29.327392;0.944187;
29.409707;0.943289;
29.492252;0.942390;
29.575029;0.941491;
29.658038;0.940591;
29.741280;0.939690;
29.824756;0.938789;
29.908466;0.937887;
29.992411;0.936984;
30.076592;0.936081;
30.161009;0.935176;
30.245663;0.934272;
30.330555;0.933366;
30.415684;0.932460;
30.501053;0.931553;
30.586662;0.930646;
30.672510;0.929738;
30.758600;0.928829;
30.844931;0.927919;
30.931505;0.927009;
31.018321;0.926098;
31.105381;0.925186;
31.192686;0.924274;
31.280235;0.923361;
31.368031;0.922447;
31.456072;0.921533;
31.544361;0.920618;
31.632898;0.919702;
31.721683;0.918785;
31.810717;0.917868;
31.900002;0.916950;
31.989536;0.916032;
32.079323;0.915112;
32.169361;0.914192;
32.259651;0.913272;
32.350196;0.912350;
32.440994;0.911428;
32.532047;0.910505;
32.623356;0.909582;
32.714921;0.908658;
32.806743;0.907733;
32.898823;0.906807;
32.991161;0.905881;
33.083759;0.904954;
33.176616;0.904026;
33.269734;0.903098;
33.363113;0.902168;
33.456755;0.901239;
33.550659;0.900308;
33.644827;0.899377;
33.739259;0.898445;
33.833956;0.897512;
33.928919;0.896578;
34.024149;0.895644;
34.119645;0.894709;
34.215410;0.893774;
34.311444;0.892838;
34.407747;0.891900;
34.504320;0.890963;
34.601165;0.890024;
34.698281;0.889085;
34.795670;0.888145;
34.893332;0.887205;
34.991268;0.886263;
35.089479;0.885321;
35.187966;0.884378;
35.286730;0.883435;
35.385770;0.882490;
35.485088;0.881546;
35.584686;0.880600;
35.684562;0.879653;
35.784720;0.878706;
35.885158;0.877758;
35.985878;0.876810;
36.086881;0.875860;
36.188167;0.874910;
36.289737;0.873959;
