Strike;IV;
26.313622;0.842208;
26.387478;0.841558;
26.461540;0.840908;
26.535811;0.840258;
26.610290;0.839607;
26.684978;0.838955;
26.759875;0.838304;
26.834983;0.837652;
26.910302;0.836999;
26.985832;0.836346;
27.061574;0.835693;
27.137529;0.835039;
27.213696;0.834385;
27.290078;0.833731;
27.366674;0.833076;
27.443485;0.832421;
27.520512;0.831765;
27.597754;0.831109;
27.675214;0.830453;
27.752891;0.829796;
27.830786;0.829139;
27.908900;0.828481;
27.987232;0.827823;
28.065785;0.827165;
28.144558;0.826506;
28.223553;0.825847;
28.302769;0.825187;
28.382207;0.824527;
28.461868;0.823867;
28.541753;0.823206;
28.621862;0.822545;
28.702196;0.821883;
28.782756;0.821221;
28.863541;0.820559;
28.944554;0.819896;
29.025793;0.819233;
29.107261;0.818569;
29.188957;0.817905;
29.270883;0.817241;
29.353039;0.816576;
29.435425;0.815911;
29.518042;0.815245;
29.600891;0.814580;
29.683973;0.813913;
29.767288;0.813246;
29.850837;0.812579;
29.934621;0.811912;
30.018639;0.811244;
30.102893;0.810575;
30.187384;0.809906;
30.272112;0.809237;
30.357078;0.808568;
30.442282;0.807898;
30.527726;0.807227;
30.613409;0.806557;
30.699333;0.805885;
30.785497;0.805214;
30.871904;0.804542;
30.958553;0.803869;
31.045446;0.803196;
31.132582;0.802523;
31.219963;0.801850;
31.307589;0.801176;
31.395461;0.800501;
31.483580;0.799826;
31.571946;0.799151;
31.660560;0.798475;
31.749423;0.797799;
31.838535;0.797123;
31.927897;0.796446;
32.017511;0.795769;
32.107375;0.795091;
32.197492;0.794413;
32.287862;0.793734;
32.378485;0.793055;
32.469363;0.792376;
32.560496;0.791696;
32.651885;0.791016;
32.743530;0.790336;
32.835432;0.789655;
32.927593;0.788973;
33.020012;0.788292;
33.112690;0.787609;
33.205628;0.786927;
33.298828;0.786244;
33.392289;0.785560;
33.486012;0.784877;
33.579998;0.784192;
33.674249;0.783508;
33.768763;0.782823;
33.863543;0.782137;
33.958589;0.781452;
34.053902;0.780765;
34.149482;0.780079;
34.245331;0.779392;
34.341448;0.778704;
34.437836;0.778016;
34.534493;0.777328;
34.631423;0.776639;
34.728624;0.775950;
34.826098;0.775261;
34.923845;0.774571;
35.021867;0.773880;
35.120164;0.773190;
35.218737;0.772498;
35.317587;0.771807;
35.416714;0.771115;
35.516119;0.770423;
35.615804;0.769730;
35.715768;0.769037;
35.816012;0.768343;
35.916538;0.767649;
36.017347;0.766955;
36.118438;0.766260;
36.219813;0.765565;
36.321472;0.764869;
36.423417;0.764173;
36.525648;0.763477;
36.628165;0.762780;
36.730971;0.762083;
36.834065;0.761385;
36.937448;0.760687;
37.041122;0.759988;
37.145087;0.759290;
37.249343;0.758590;
37.353892;0.757891;
37.458735;0.757191;
37.563871;0.756490;
37.669303;0.755789;
37.775031;0.755088;
37.881055;0.754386;
37.987377;0.753684;
38.093998;0.752982;
38.200917;0.752279;
38.308137;0.751576;
38.415658;0.750872;
38.523481;0.750168;
38.631606;0.749464;
38.740034;0.748759;
38.848767;0.748053;
38.957806;0.747348;
39.067150;0.746642;
39.176801;0.745935;
39.286760;0.745228;
39.397027;0.744521;
39.507604;0.743813;
39.618492;0.743105;
39.729690;0.742397;
39.841201;0.741688;
39.953025;0.740979;
40.065162;0.740269;
40.177614;0.739559;
40.290382;0.738849;
40.403467;0.738138;
40.516868;0.737427;
40.630589;0.736715;
40.744628;0.736004;
40.858987;0.735291;
40.973667;0.734579;
41.088670;0.733865;
41.203995;0.733152;
41.319643;0.732438;
41.435617;0.731724;
41.551915;0.731009;
41.668541;0.730294;
41.785493;0.729579;
41.902774;0.728863;
42.020384;0.728147;
42.138324;0.727430;
42.256595;0.726713;
42.375198;0.725996;
42.494134;0.725278;
42.613404;0.724560;
42.733008;0.723842;
42.852948;0.723123;
42.973225;0.722404;
43.093840;0.721684;
43.214793;0.720965;
43.336085;0.720244;
43.457718;0.719524;
43.579692;0.718803;
43.702009;0.718081;
43.824669;0.717360;
43.947673;0.716637;
44.071022;0.715915;
44.194718;0.715192;
