Price;Volume;
856.592823;0.138879;
855.101288;0.107676;
854.469999;0.256840;
844.192343;0.658343;
845.520620;0.115126;
850.769677;0.175301;
857.126937;0.118215;
852.142899;0.667357;
863.660169;0.149956;
848.364437;0.189663;
846.991668;0.199850;
840.004320;0.196806;
860.595205;0.104014;
848.085622;0.112464;
854.613977;0.111469;
847.321995;0.116473;
849.408309;0.113579;
852.288097;0.168192;
848.327423;0.218146;
857.045187;0.149136;
851.690441;0.113428;
852.888575;0.131016;
851.446453;0.144581;
847.562014;0.102333;
873.622139;0.137770;
851.265040;0.127690;
824.359978;0.112703;
854.199438;0.101679;
847.787749;0.116305;
846.713463;0.104212;
849.671090;0.293071;
849.564826;0.144323;
859.553236;0.108544;
850.103195;0.197364;
874.944397;0.200007;
851.352828;0.132630;
845.400733;0.238022;
848.303276;0.125129;
841.355549;0.153622;
857.315250;0.128643;
846.446711;0.168042;
850.452932;0.670168;
846.949604;0.153396;
856.189012;0.139685;
860.775286;0.119638;
843.624308;0.189201;
853.291963;0.177780;
851.203232;0.322261;
852.979649;0.191111;
845.535598;0.409100;
847.408093;0.194434;
854.791744;0.185974;
843.377399;0.226091;
852.636900;0.515164;
852.826409;0.107797;
852.459545;0.170391;
845.807749;0.111614;
845.729263;0.236631;
850.196987;0.127336;
848.115531;0.164634;
849.966545;0.128988;
852.169915;0.133794;
851.224637;0.410972;
843.554764;0.882893;
869.434346;0.149160;
850.444478;0.109164;
721.500673;0.196864;
851.343020;0.165662;
841.375627;1.707186;
854.866421;0.250518;
851.875042;0.524210;
853.447799;0.282980;
845.648447;0.128004;
850.332722;0.139686;
858.826397;2.016115;
861.028276;5.152969;
852.256051;0.525416;
850.450437;0.791006;
846.509217;0.285827;
848.930892;0.563231;
857.418395;0.160643;
851.717121;0.145822;
853.456702;1.088987;
845.492913;0.126799;
855.289183;0.209138;
854.410779;0.188901;
851.963714;0.158547;
843.645929;0.181235;
848.620889;0.109914;
848.441976;0.111228;
851.888867;0.109918;
847.796706;0.482446;
847.826542;0.143253;
852.076409;0.107691;
845.982013;0.115097;
839.560364;0.128996;
843.332628;0.114118;
848.528185;0.123554;
850.631839;0.132463;
878.643127;0.155750;
857.577866;0.377221;
847.578527;0.138679;
848.711332;0.122027;
855.903988;0.114614;
843.821801;0.128016;
847.389370;0.628541;
847.844959;0.183476;
850.484535;0.108746;
849.393986;0.120532;
850.834809;0.230547;
845.442133;0.103090;
853.122735;0.216658;
853.728357;0.168881;
853.169062;0.114616;
800.770232;0.146857;
843.831992;0.461134;
845.475557;0.231527;
847.264962;0.325030;
844.787544;0.121140;
853.067998;0.280187;
851.649871;0.127364;
854.967405;0.162401;
845.683426;0.195479;
850.570180;0.127787;
845.076870;0.448105;
848.808063;0.100734;
851.099670;0.118807;
848.901463;0.106486;
858.913453;0.101479;
851.468942;0.319943;
850.189833;0.163907;
858.815506;0.196300;
845.662059;0.110310;
854.604472;0.473857;
852.284584;0.124504;
855.924732;0.169268;
886.697624;0.116527;
843.546277;0.103531;
849.623841;0.192272;
833.862963;0.221743;
851.377468;0.327964;
849.228471;0.121544;
853.466764;0.147678;
851.757406;0.126906;
848.479128;0.128402;
851.661511;0.139970;
886.006094;0.197768;
846.350785;0.112759;
846.800852;0.526789;
845.164766;0.291351;
856.829918;0.359939;
847.116794;0.108817;
851.074193;0.377997;
852.912074;0.280522;
818.273341;0.135415;
849.602957;0.117820;
854.208357;0.167518;
844.633776;0.159890;
846.395379;0.134389;
851.138630;0.101742;
848.653240;0.115245;
853.810379;0.107530;
854.232822;0.107013;
847.195557;0.165205;
848.598892;0.447768;
851.945653;0.142236;
845.485101;0.110614;
862.838157;0.346179;
844.610761;0.108186;
897.531832;0.203689;
856.130607;0.153484;
891.834628;0.293110;
843.915573;0.116143;
856.814769;0.113303;
868.695526;0.186519;
844.824524;0.109625;
818.243650;0.101608;
854.963081;0.187987;
835.390884;0.790070;
855.924060;0.215610;
844.469999;0.154938;
853.295423;0.106390;
851.963452;0.479906;
846.305734;0.132875;
846.509192;0.201584;
855.573786;0.119748;
831.429843;0.255500;
850.062503;0.127288;
863.563591;1.620866;
847.391192;0.143667;
853.739428;0.114005;
849.146914;1.312223;
849.890442;0.175874;
851.301488;0.577173;
858.454404;0.127503;
850.500919;0.206059;
845.956176;1.363408;
